          16
       0.60811686822489985E+01      -0.47653893937800014E+01      -0.59415615407112243E+01
       0.22500351388992350E-05
       0.16880462168477167E-21       0.21386208368551270E-22       0.90721023584333723E-23       0.66577766719927554E-15       0.13727623093772805E-16      -0.95902166302443517E-17       0.17422814769324924E-21       0.92060840722979194E-23      -0.12406025443579311E-21      -0.54807417853910325E-15      -0.11332751586335803E-16       0.86253764392044902E-17      -0.17003973804863259E-21       0.14618454897322368E-22       0.13193452515218993E-21       0.39411418862067162E-15       0.81283917739737290E-17      -0.73938313500900881E-17       0.24157066619529583E-21       0.77520080144566364E-22       0.14152692229838364E-21      -0.24516464156955412E-15      -0.49323221725058143E-17       0.61462086228281314E-17      -0.52303502548780242E-21      -0.15904606015940119E-21      -0.34396521558976663E-21       0.12964120693005791E-15       0.23747869934775432E-17      -0.49391728306401902E-17      -0.51898232516243275E-21       0.53637413959144866E-22       0.16743679998399086E-21      -0.56376249893563165E-16      -0.73174190934394302E-18       0.37276206064583154E-17       0.19485879149627468E-20       0.61324271953173846E-21       0.99803092095899296E-21       0.18727584542287768E-16      -0.61606544404222721E-19      -0.25246506105450512E-17      -0.30972396710048643E-20      -0.14128142973131194E-20      -0.28964860311973479E-20      -0.37210550283672377E-17       0.27355314736849975E-18       0.14518385244551202E-17
       0.21386208368551270E-22       0.36513077019540434E-22      -0.20328629983183386E-22       0.13727623093772805E-16       0.42232840734823006E-15       0.19187731475033259E-16       0.92060840722979194E-23       0.74930123476373334E-22       0.41417848096744662E-23      -0.11332751586335803E-16      -0.34761154008106084E-15      -0.11742894203819196E-16       0.14618454897322368E-22      -0.65465206252463348E-22       0.56427573960144513E-22       0.81283917739737290E-17       0.24992445408793866E-15       0.32493374996757037E-17       0.77520080144566364E-22       0.13713265151194051E-21      -0.88114967941394556E-22      -0.49323221725058143E-17      -0.15546340412343171E-15       0.30189263400490579E-17      -0.15904606015940119E-21      -0.69216680356718735E-21      -0.52444722534766735E-22       0.23747869934775432E-17       0.82229144470327148E-16      -0.56268133988307155E-17       0.53637413959144866E-22      -0.21713491079516976E-21       0.47920622913808509E-21      -0.73174190934394302E-18      -0.35787820516391636E-16       0.51879299773738614E-17       0.61324271953173846E-21       0.11793180232241005E-20      -0.64296503141579902E-21      -0.61606544404222721E-19       0.11910655996320783E-16      -0.33451555168944322E-17      -0.14128142973131194E-20      -0.24627751775117862E-20      -0.11844705849779655E-20       0.27355314736849975E-18      -0.23805598934348994E-17       0.15461945387152524E-17
       0.90721023584333723E-23      -0.20328629983183386E-22       0.93123250191138265E-22      -0.95902166302443517E-17       0.19187731475033259E-16      -0.14274920528623616E-17      -0.12406025443579311E-21       0.41417848096744662E-23       0.12636637885168001E-21       0.86253764392044902E-17      -0.11742894203819196E-16       0.33332003788987799E-17       0.13193452515218993E-21       0.56427573960144513E-22      -0.78949704265498203E-22      -0.73938313500900881E-17       0.32493374996757037E-17      -0.52084072470279179E-17       0.14152692229838364E-21      -0.88114967941394556E-22       0.18490394747401175E-22       0.61462086228281314E-17       0.30189263400490579E-17       0.60351130579093401E-17      -0.34396521558976663E-21      -0.52444722534766735E-22      -0.42468211974425370E-21      -0.49391728306401902E-17      -0.56268133988307155E-17      -0.55106153573786937E-17       0.16743679998399086E-21       0.47920622913808509E-21       0.20257120057669463E-21       0.37276206064583154E-17       0.51879299773738614E-17       0.40579152338427201E-17       0.99803092095899296E-21      -0.64296503141579902E-21      -0.28405172208743564E-21      -0.25246506105450512E-17      -0.33451555168944322E-17      -0.24049082584957789E-17      -0.28964860311973479E-20      -0.11844705849779655E-20      -0.16645628500630204E-20       0.14518385244551202E-17       0.15461945387152524E-17       0.11080630244352091E-17
       0.21255396012548011E-15       0.35895026109752324E-16       0.49438419554682891E-15      -0.57129210775082543E-07      -0.19409293690654828E-06      -0.45738116908507753E-07       0.46214144310515669E-15       0.61455142159836279E-16      -0.20386663410872337E-14      -0.27072706053873764E-06       0.25218761415460842E-07       0.16389240830290557E-08      -0.14005636573843031E-14      -0.42370449728233902E-15      -0.18245859672528628E-14       0.24693844172026190E-07       0.21555208389502785E-08       0.21175776277257235E-07      -0.17672948356537072E-14      -0.62148327456644983E-15       0.14845554361242443E-13       0.23246855519160330E-07      -0.55826825045554416E-08      -0.15652259292067891E-08       0.35399710266029792E-14       0.40040899006915730E-14       0.13161985070599018E-13      -0.40650693020688789E-08      -0.14727141062768840E-09      -0.42591916370495563E-08      -0.79293827991026878E-15       0.52658091373186354E-14      -0.10615197831495116E-12      -0.23492095233963067E-08       0.63482250162876108E-09       0.39413452696449363E-09       0.22863357314383826E-13      -0.35819680703223131E-13      -0.92554621690845268E-13       0.51641785435807581E-09      -0.35636829644099614E-10       0.72925950777713492E-09       0.95233589512366691E-13      -0.40187589442923262E-13       0.73755259017388668E-12       0.23422591324670169E-09      -0.80836629896234698E-10      -0.77037831036951536E-10
       0.35895026109752324E-16       0.42651333505602973E-15       0.21694444928679787E-15      -0.19409293690654828E-06       0.51656725695327340E-07      -0.90429951339690424E-08       0.61455142159836279E-16       0.10266647893283062E-14      -0.57511928718667815E-15       0.25218761415460842E-07       0.27425872555886525E-06       0.92978788789584850E-08      -0.42370449728233902E-15      -0.41502852208955740E-14      -0.80297865383614118E-15       0.21555208389502785E-08      -0.22867566150545711E-07       0.42784579118969879E-08      -0.62148327456644983E-15      -0.77725410421965277E-14       0.32536287616473895E-14      -0.55826825045554416E-08      -0.24999223483081074E-07      -0.14941697962247981E-08       0.40040899006915730E-14       0.30053854894056967E-13       0.51611271660640614E-14      -0.14727141062768840E-09       0.40423000652596786E-08      -0.66097827250446795E-09       0.52658091373186354E-14       0.54757341331356142E-13      -0.19100577614927368E-13       0.63482250162876108E-09       0.28541892857989982E-08       0.25058263526952453E-09      -0.35819680703223131E-13      -0.21924213053377670E-12      -0.34385789821674704E-13      -0.35636829644099614E-10      -0.56146451332708159E-09       0.10065714049392655E-09      -0.40187589442923262E-13      -0.38621215186816788E-12       0.11376688090008518E-12      -0.80836629896234698E-10      -0.34456238248167455E-09      -0.37604723320373311E-10
       0.49438419554682891E-15       0.21694444928679787E-15       0.11315203541252343E-14      -0.45738116908507753E-07      -0.90429951339690424E-08       0.22174866088685935E-08      -0.20386663410872337E-14      -0.57511928718667815E-15       0.55572434692970395E-16       0.16389240830290557E-08       0.92978788789584850E-08       0.39835397262909241E-08      -0.18245859672528628E-14      -0.80297865383614118E-15      -0.70812136128017759E-14       0.21175776277257235E-07       0.42784579118969879E-08      -0.84847857813024946E-09       0.14845554361242443E-13       0.32536287616473895E-14      -0.16869417527996928E-14      -0.15652259292067891E-08      -0.14941697962247981E-08      -0.17836007220106985E-08       0.13161985070599018E-13       0.51611271660640614E-14       0.42035908380108369E-13      -0.42591916370495563E-08      -0.66097827250446795E-09       0.14872871115020504E-09      -0.10615197831495116E-12      -0.19100577614927368E-13       0.11674655823358730E-13       0.39413452696449363E-09       0.25058263526952453E-09       0.50563079268890097E-09      -0.92554621690845268E-13      -0.34385789821674704E-13      -0.24203546400740565E-12       0.72925950777713492E-09       0.10065714049392655E-09      -0.24527660540391935E-10       0.73755259017388668E-12       0.11376688090008518E-12      -0.76958630714812452E-13      -0.77037831036951536E-10      -0.37604723320373311E-10      -0.11598101778606169E-09
       0.13840411858631401E-21       0.42745910024610982E-22       0.19240405830761863E-22       0.21643772823332435E-15       0.14740130495087297E-14      -0.29993211669148161E-16       0.37497373480864520E-21      -0.20864504379391377E-22      -0.42570695734521891E-22      -0.17963051597262135E-15      -0.11963131885635665E-14       0.15127273901577857E-16      -0.27043232254872075E-21      -0.74876184323117942E-23      -0.41008397732498748E-23       0.13123636510681414E-15       0.83928944463560028E-15       0.12969943850647708E-17       0.10857472553968740E-21       0.78523420398395778E-22       0.17410695341465832E-21      -0.83967046698000420E-16      -0.50309353570914514E-15      -0.12507172693871241E-16       0.78476094897197578E-21      -0.35523398022209366E-21       0.53350347475734940E-22       0.46662673802316037E-16       0.25221681951271171E-15       0.15855597538739213E-16      -0.85730000349018802E-21       0.16875593634514505E-21      -0.11883890401099283E-20      -0.22231814393762797E-16      -0.10140110479055450E-15      -0.13085765007933135E-16      -0.38069129767549122E-21       0.21889156803147690E-20       0.16015246595824472E-20       0.88761565974900340E-17       0.29540692782754132E-16       0.79401182287263001E-17       0.35344458222110537E-20      -0.65900085327108008E-20       0.28140686963408898E-20      -0.28222215237636349E-17      -0.40531616918186678E-17      -0.34817534026027057E-17
       0.42745910024610982E-22       0.27680662158549413E-22       0.52848127069035035E-22       0.14740130495087297E-14       0.19960839497738848E-15      -0.48613100197276017E-16      -0.20864504379391377E-22       0.29085092054042279E-21      -0.88102952012086229E-22      -0.11963131885635665E-14      -0.16043999855328501E-15       0.33901534184342810E-16      -0.74876184323117942E-23      -0.18355412442364446E-21       0.50413790667944377E-22       0.83928944463560028E-15       0.11048478783427557E-15      -0.17160230729965758E-16       0.78523420398395778E-22       0.89147290254628497E-22       0.97863950821831007E-22      -0.50309353570914514E-15      -0.64153021109039348E-16       0.45657731106773083E-17      -0.35523398022209366E-21       0.56144803297680059E-21      -0.31632349160549893E-21       0.25221681951271171E-15       0.30504176972738426E-16       0.15294259333375774E-17       0.16875593634514505E-21      -0.14904760662439867E-21       0.13672650805260928E-21      -0.10140110479055450E-15      -0.11216466561672493E-16      -0.25544519666925563E-17       0.21889156803147690E-20      -0.11383943933290332E-20       0.14039246584820637E-20       0.29540692782754132E-16       0.27763877109783616E-17       0.14102033059757556E-17      -0.65900085327108008E-20       0.83400242922588931E-21      -0.29088893732516720E-20      -0.40531616918186678E-17      -0.24175999362034244E-18      -0.25542017380949104E-18
       0.19240405830761863E-22       0.52848127069035035E-22       0.28570204434470697E-21      -0.29993211669148161E-16      -0.48613100197276017E-16       0.52344816342968144E-18      -0.42570695734521891E-22      -0.88102952012086229E-22       0.23700340136778136E-21       0.15127273901577857E-16       0.33901534184342810E-16       0.93215526065877677E-18      -0.41008397732498748E-23       0.50413790667944377E-22      -0.17413525143305041E-21       0.12969943850647708E-17      -0.17160230729965758E-16      -0.23827458668375871E-17       0.17410695341465832E-21       0.97863950821831007E-22       0.25292016581089157E-21      -0.12507172693871241E-16       0.45657731106773083E-17       0.30862344400828040E-17       0.53350347475734940E-22      -0.31632349160549893E-21       0.48150312703682452E-21       0.15855597538739213E-16       0.15294259333375774E-17      -0.28529294666313238E-17      -0.11883890401099283E-20       0.13672650805260928E-21      -0.63942757716839627E-21      -0.13085765007933135E-16      -0.25544519666925563E-17       0.20204764824020656E-17       0.16015246595824472E-20       0.14039246584820637E-20       0.96163785177124199E-22       0.79401182287263001E-17       0.14102033059757556E-17      -0.11038356726783171E-17       0.28140686963408898E-20      -0.29088893732516720E-20       0.82867583844544531E-21      -0.34817534026027057E-17      -0.25542017380949104E-18       0.45119314528547887E-18
       0.19561742419834168E-15      -0.11306929702747509E-15       0.20882290038039541E-15       0.19073481635563892E-06      -0.63395080978431096E-09      -0.40253228372274711E-08       0.17090255759812918E-15       0.80995110636221475E-16      -0.13994677056828059E-14      -0.77743630115931751E-08       0.64316310091700419E-09      -0.51421230119998382E-08      -0.99767002459663125E-15       0.63399595449936529E-15      -0.11554375494052187E-15      -0.28482764814261145E-07      -0.18840152448088602E-09       0.60269444403159832E-09      -0.59551690036826672E-15      -0.57051712980397987E-15       0.10134365001681795E-13       0.61974729392709317E-08      -0.18939599937577550E-09       0.30009485288663555E-08       0.17501779665780192E-14      -0.35945903042596870E-14      -0.40068828408583182E-15       0.15168436108355826E-08       0.13206576339076318E-09      -0.98440281086797586E-09      -0.77064938800405976E-15       0.45879706339061601E-14      -0.70162220492781748E-13      -0.12448390588432828E-08       0.16679975961434827E-10      -0.50538893998716865E-09       0.24710560082723113E-13       0.19201479121648008E-13       0.12340903060125005E-13      -0.78855238332680362E-10      -0.31862237024628759E-10       0.28548091199829719E-09       0.25351226302536823E-13      -0.34329516776880995E-13       0.46226203220081892E-12       0.15738890479964928E-09       0.20290422783300107E-11       0.69090594150826831E-10
