230000.0 135000.0 135000.0 0.0 0.0 0.0 230000.0 135000.0 0.0 0.0 0.0 230000.0 0.0 0.0 0.0 117000.0 0.0 0.0 117000.0 0.0 117000.0
256825.65 122922.38 120251.95 12724.02 27642.93 -19921.23 304622.50 72455.10 -2970.95 -15216.54 11522.53 307292.93 -9753.06 -12426.39 8398.69 54455.10 8398.69 -15216.54 102251.95 12724.02 104922.38
87600.0 6070.0 13300.0 17300.0 0.0 0.0 87600.0 13300.0 -17300.0 0.0 0.0 106800.0 0.0 0.0 0.0 57200.0 0.0 0.0 57200.0 17300.0 40765.0
111848.77 14801.84 -5238.87 -252.45 11016.36 -14022.42 101822.48 -7577.32 396.28 -616.17 18872.02 129697.45 4393.31 1563.74 627.22 31292.92 2534.67 3550.60 37937.74 1327.73 55249.97
168400.0 121400.0 121400.0 0.0 0.0 0.0 168400.0 121400.0 0.0 0.0 0.0 168400.0 0.0 0.0 0.0 75400.0 0.0 0.0 75400.0 0.0 75400.0
13461.53 5769.23 5769.23 0.0 0.0 0.0 13461.53 5769.23 0.0 0.0 0.0 13461.53 0.0 0.0 0.0 3846.15 0.0 0.0 3846.15 0.0 3846.15
230000.0 135000.0 135000.0 0.0 0.0 0.0 230000.0 135000.0 0.0 0.0 0.0 230000.0 0.0 0.0 0.0 117000.0 0.0 0.0 117000.0 0.0 117000.0
87600.0 6070.0 13300.0 17300.0 0.0 0.0 87600.0 13300.0 -17300.0 0.0 0.0 106800.0 0.0 0.0 0.0 57200.0 0.0 0.0 57200.0 17300.0 40765.0




